Timestep,C7,CBL,CBR,CFL,CFR,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x72,x73,,x74,x75,x79,x81,x71
35,0.0324186,0,0,0,0,0.0336701,0,0,0,0,0,0,0.0192973,0.0203525,0.0112943,0.0212642,0,0,0.030878,0,0.0335623,0.0191243,0.0416998,0.0082457,0.0108954,0.00511506,0.0365121,0.0614413,0.00803174,0.00793714,0.00797152,0.00718962,0.0105538,0.0071923,0.0254936,0.0279122,0.0386022,0.0100257,0.0065128,0.0130046,0.0325532,0.0138826,0.0225783,0.0277953,0,0,0.0339679,0,0.0317426,0.018907,0.0366044,0.017688,0.0186713,0.0192547,0.0353274,0.0461304,0.0102316,0.017232,0.0109845,0.0134313,0.0121611,0.0326029,0.00796078,0.0110443,0.00939101,0.0294804,0.0309159,0.00402671,0.0279295,0.0213802,0,0,0,0,0,0,0,0
36,0.0331809,0,0,0,0,0.03347,0,0,0,0,0,0,0.0190075,0.020366,0.0111834,0.0213022,0,0,0.0311886,0,0.0336065,0.0192615,0.0417181,0.00835463,0.0108756,0.00542134,0.0364051,0.0616842,0.00788476,0.00779901,0.00804951,0.0072763,0.0104406,0.00729382,0.0255421,0.0274388,0.0386456,0.0100694,0.00633145,0.0129926,0.0326169,0.0138701,0.0226836,0.0285719,0,0,0.0337588,0,0.0317159,0.0187396,0.0366321,0.0176412,0.018457,0.0192557,0.0352669,0.0472994,0.0100688,0.01729,0.0110214,0.0134377,0.0121224,0.032528,0.00796683,0.0109905,0.00938805,0.0298693,0.0302147,0.00413956,0.0275655,0.0220983,0,0,0,0,0,0,0,0
37,0.0339327,0,0,0,0,0.0332211,0,0,0,0,0,0,0.0186665,0.0204102,0.011064,0.0213123,0,0,0.0314951,0,0.0337386,0.0193676,0.0417436,0.00843592,0.0108954,0.00574563,0.0363316,0.0619471,0.00779596,0.00754141,0.00811831,0.00740993,0.0103545,0.00736327,0.0255804,0.02708,0.0390221,0.0102118,0.00611818,0.0129517,0.0326607,0.0138193,0.0227837,0.0294033,0,0,0.0334927,0,0.0316781,0.0185127,0.0366254,0.0175399,0.0182854,0.019257,0.0352246,0.0484913,0.00992028,0.0172954,0.011087,0.0134882,0.0120814,0.0324045,0.00792427,0.0109055,0.00933716,0.0303321,0.0292966,0.00433045,0.0271673,0.022863,0,0,0,0,0,0,0,0
38,0.0347308,0,0,0,0,0.0329725,0,0,0,0,0,0,0.0182827,0.020489,0.0109434,0.0213628,0,0,0.0318121,0,0.0338094,0.0195424,0.0418471,0.0084864,0.0109746,0.00605333,0.0362911,0.0621175,0.00771963,0.00722715,0.00817337,0.00751847,0.0102729,0.0074356,0.0255949,0.0267842,0.0394151,0.0102425,0.00590195,0.0129497,0.032677,0.0138082,0.0228167,0.0303394,0,0,0.0332039,0,0.0316304,0.018219,0.0366054,0.0174777,0.0182638,0.0192611,0.0351902,0.0497455,0.0099095,0.017294,0.0111294,0.0135542,0.0120609,0.0323463,0.00791019,0.0108445,0.00930531,0.0308429,0.0281004,0.00468816,0.0268263,0.0236902,0,0,0,0,0,0,0,0
39,0.0355481,0,0,0,0,0.0327428,0,0,0,0,0,0,0.0179674,0.0205801,0.0108473,0.0215132,0,0,0.032142,0,0.0338212,0.0197733,0.0420032,0.00851522,0.0110607,0.00635358,0.036245,0.062246,0.00759512,0.00706956,0.00825777,0.00763007,0.0101942,0.00750393,0.025606,0.0263896,0.0396444,0.010101,0.00566173,0.012929,0.0326579,0.0137974,0.0228321,0.0313111,0,0,0.0328361,0,0.0315362,0.0178169,0.0366757,0.0174447,0.018336,0.0192573,0.0351514,0.0511121,0.00996741,0.0173308,0.0110995,0.0134581,0.0120188,0.0323399,0.00787745,0.0108095,0.00928242,0.031461,0.0266656,0.00524876,0.0265022,0.0245398,0,0,0,0,0,0,0,0
40,0.0363073,0,0,0,0,0.0324963,0,0,0,0,0,0,0.0176422,0.0205665,0.0107166,0.021595,0,0,0.0324945,0,0.0338924,0.020016,0.0421267,0.00852795,0.0111343,0.00666048,0.036117,0.0622769,0.00751682,0.00708759,0.00838397,0.00777046,0.0101012,0.00755815,0.0256036,0.0260001,0.0397969,0.0100564,0.00542254,0.0128682,0.03263,0.0137469,0.0228688,0.032256,0,0,0.0324342,0,0.0313994,0.0173231,0.0369491,0.0174497,0.0186142,0.0192157,0.0350654,0.0524058,0.00990268,0.0174735,0.0111103,0.0133508,0.0119622,0.0323303,0.00781648,0.0107811,0.00927438,0.0318256,0.0251073,0.00610453,0.0261843,0.0253685,0,0,0,0,0,0,0,0
41,0.0369674,0,0,0,0,0.0321002,0,0,0,0,0,0,0.017223,0.0204622,0.0105704,0.0216641,0,0,0.032918,0,0.0339633,0.0203076,0.0422301,0.00854714,0.0112424,0.00697842,0.035948,0.0620176,0.00749927,0.00704361,0.00852365,0.00786677,0.00998506,0.007597,0.025588,0.0256047,0.0398157,0.0101807,0.00542573,0.0127967,0.0326163,0.0136838,0.022978,0.0332125,0,0,0.0318825,0,0.0312702,0.0168564,0.0372631,0.0174407,0.0188947,0.0191626,0.0349393,0.0536422,0.00980653,0.0177225,0.0112285,0.0133068,0.0118209,0.0323085,0.00771994,0.0106384,0.00931594,0.0321244,0.0233412,0.00723418,0.0257351,0.0261659,0,0,0,0,0,0,0,0
42,0.0374743,0,0,0,0,0.0315247,0,0,0,0,0,0,0.0168318,0.0201059,0.0104133,0.0217729,0,0,0.0331501,0,0.0340119,0.0206238,0.0422988,0.00853853,0.0114327,0.00731245,0.0359001,0.0612939,0.00747109,0.00697627,0.00867771,0.00793066,0.00987936,0.00761674,0.0255673,0.0252028,0.0394473,0.01061,0.00569077,0.0127995,0.0326618,0.0136608,0.0229659,0.0342221,0,0,0.0312421,0,0.0311547,0.0163947,0.0370499,0.0173356,0.0188922,0.0191428,0.0349664,0.0549267,0.00981254,0.017668,0.011221,0.0133734,0.0117217,0.0322857,0.00771464,0.0105425,0.00929672,0.0324953,0.0212653,0.00874979,0.0251351,0.026907,0,0,0,0,0,0,0,0
43,0.0379486,0,0,0,0,0.0308298,0,0,0,0,0,0,0.0165528,0.0196648,0.0103111,0.0217738,0,0,0.0332549,0,0.0341382,0.0210735,0.0423,0.00857918,0.0114251,0.00761562,0.0357898,0.0604192,0.00745633,0.0068661,0.00877269,0.00809044,0.00982269,0.0076817,0.0255972,0.0248763,0.0388787,0.01129,0.00639905,0.0128961,0.0327149,0.0137399,0.0227915,0.0353011,0,0,0.030424,0,0.0310342,0.0159047,0.0366699,0.0172911,0.0186657,0.0191834,0.0349006,0.0563107,0.00982646,0.0174363,0.0111555,0.0134325,0.0117468,0.0322907,0.00781138,0.0105671,0.00926819,0.0328309,0.0187702,0.0107279,0.0244202,0.0276283,0,0,0,0,0,0,0,0
44,0.0382288,0,0,0,0,0.029932,0,0,0,0,0,0,0.016361,0.0193711,0.0102054,0.021781,0,0,0.0332746,0,0.0342009,0.0216384,0.0423662,0.0085856,0.011384,0.00791869,0.0355838,0.0592292,0.00743944,0.00671009,0.00886028,0.00825728,0.00976104,0.00771727,0.025598,0.0245259,0.0381915,0.0120341,0.00758855,0.0129174,0.0326903,0.0137174,0.022709,0.0362594,0,0,0.0296076,0,0.0307227,0.0154805,0.0364399,0.0172159,0.0184499,0.019213,0.0347207,0.0574047,0.00990113,0.0172883,0.0111431,0.0134643,0.0117452,0.0322367,0.00780774,0.0105731,0.00921597,0.0329859,0.0160424,0.0131523,0.0236048,0.028226,0,0,0,0,0,0,0,0
45,0.0385566,0,0,0,0,0.0290063,0,0,0,0,0,0,0.0161466,0.0192047,0.0101047,0.021784,0,0,0.0330963,0,0.034328,0.0219707,0.0426345,0.00859154,0.0113362,0.00818902,0.0353392,0.0578562,0.00741097,0.00674699,0.00895379,0.00835476,0.00976214,0.00774635,0.0255781,0.0242591,0.0373647,0.0130103,0.00897243,0.0128815,0.0325309,0.0136257,0.0226611,0.037296,0,0,0.0288344,0,0.0302788,0.0152228,0.036456,0.0171349,0.0183472,0.019177,0.0345031,0.0584895,0.00994831,0.0172362,0.0111206,0.013439,0.011694,0.032212,0.00772989,0.0105194,0.00916183,0.0331097,0.0131171,0.0159753,0.0228419,0.0288431,0,0,0,0,0,0,0,0
46,0.0389478,0,0,0,0,0.0281753,0,0,0,0,0,0,0.016038,0.0192041,0.0100587,0.021794,0,0,0.0328003,0,0.0345239,0.0221391,0.0431374,0.00857267,0.0113578,0.00835813,0.0350726,0.0563536,0.00740702,0.00693661,0.00903036,0.00838708,0.00980474,0.00777967,0.0255001,0.0242624,0.0365518,0.0142276,0.0104593,0.0127986,0.0323011,0.0134702,0.0225736,0.0383619,0,0,0.0283342,0,0.0297927,0.0151111,0.0365645,0.0169766,0.0183077,0.0190716,0.0342891,0.059525,0.00996192,0.0171897,0.0110328,0.0133605,0.0116281,0.0322272,0.00757489,0.0104397,0.00908472,0.0331895,0.0103855,0.0190282,0.0221509,0.0294948,0,0,0,0,0,0,0,0
47,0.0424452,0,0,0,0,0.0283715,0,0,0,0,0,0,0.0158361,0.0195285,0.00997273,0.0219422,0,0,0.0312671,0,0.0345998,0.0214302,0.043035,0.00860649,0.0115084,0.00855946,0.0354362,0.0541106,0.00738577,0.00679158,0.0091058,0.00848301,0.00976986,0.00783745,0.0254847,0.0240512,0.0348882,0.015688,0.0115129,0.0126199,0.0321135,0.013298,0.0227915,0.0439919,0,0,0.0274692,0,0.0293628,0.0151522,0.0365622,0.0167794,0.0185165,0.0190215,0.0346688,0.0667578,0.0100456,0.017199,0.0110222,0.0133889,0.0114978,0.0321419,0.00744481,0.0102856,0.00893591,0.0359952,0.00764234,0.0223057,0.0230437,0.0329028,0,0,0,0,0,0,0,0
48,0.0457939,0,0,0,0,0.0296056,0,0,0,0,0,0,0.0157364,0.019767,0.00985147,0.0224169,0,0,0.0291774,0,0.0346441,0.0204437,0.0426723,0.00865951,0.0118645,0.00880916,0.0369558,0.051267,0.00733092,0.00667493,0.00916784,0.00868025,0.00980009,0.00794975,0.0255475,0.0238252,0.0326645,0.0170418,0.0123876,0.0125472,0.0319792,0.0132527,0.0234013,0.0498093,0,0,0.0267581,0,0.0288782,0.0154068,0.0366233,0.0167611,0.0190186,0.0191702,0.0362181,0.0740544,0.0101815,0.0172686,0.0111148,0.0135112,0.011388,0.0319223,0.00730925,0.0101329,0.00890338,0.0389092,0.0069763,0.025463,0.0255645,0.0361405,0,0,0,0,0,0,0,0
49,0.0347576,0,0,0,0,0.0272946,0,0,0,0,0,0,0.0148199,0.0192291,0.00954144,0.0221378,0,0,0.0313957,0,0.0353012,0.0221434,0.0430445,0.00864781,0.0116745,0.00941291,0.0349616,0.0515243,0.00731112,0.00666261,0.00961227,0.00874981,0.00952121,0.00783439,0.0253805,0.0227997,0.0344722,0.0182157,0.0145325,0.0126904,0.0316278,0.0132808,0.0229528,0.0331536,0,0,0.028995,0,0.0285849,0.0158312,0.0364081,0.0167141,0.0184528,0.0191281,0.0343023,0.0497605,0.0101396,0.0172495,0.011096,0.0134431,0.0114275,0.0320154,0.00735741,0.0102155,0.0089627,0.028737,0.00838358,0.0281001,0.0211186,0.0262411,0,0,0,0,0,0,0,0
50,0.0400279,0,0,0,0,0.0276946,0,0,0,0,0,0,0.0148261,0.019259,0.00957741,0.0221748,0,0,0.0295682,0,0.0351965,0.0209135,0.0429407,0.0086754,0.0116576,0.00928866,0.0354878,0.0496571,0.00724945,0.00657229,0.00946026,0.00881434,0.00965617,0.00789598,0.0254456,0.0229266,0.0329256,0.0194533,0.0146969,0.0125679,0.031573,0.0131811,0.0230436,0.0403006,0,0,0.0287344,0,0.0280917,0.017541,0.0365929,0.0166227,0.0186999,0.0190523,0.0348262,0.0600025,0.0101691,0.0172395,0.0110703,0.0134346,0.0112928,0.032012,0.00725876,0.0100838,0.00887747,0.0325812,0.0103,0.0314031,0.021785,0.0308671,0,0,0,0,0,0,0,0
51,0.041244,0,0,0,0,0.0280286,0,0,0,0,0,0,0.0148133,0.0190553,0.00957833,0.0222861,0,0,0.0290604,0,0.0351536,0.020788,0.0429068,0.00869459,0.0116488,0.00932284,0.0360125,0.0480661,0.00720842,0.00657826,0.00939419,0.00891411,0.00973922,0.00799268,0.0254942,0.0229974,0.0322202,0.0203701,0.0155243,0.0125168,0.0314102,0.013129,0.0232215,0.0418095,0,0,0.0293334,0,0.0276775,0.0193763,0.0368707,0.0165649,0.0188894,0.0190662,0.0353338,0.0612894,0.0100283,0.017306,0.0110935,0.0134646,0.0112211,0.0319357,0.0072018,0.00998391,0.00886806,0.03336,0.0129788,0.0344403,0.0220809,0.0319694,0,0,0,0,0,0,0,0
52,0.0427751,0,0,0,0,0.0292498,0,0,0,0,0,0,0.0149068,0.0189927,0.00957644,0.0225968,0,0,0.0284018,0,0.03528,0.0208464,0.0427636,0.00871825,0.0118248,0.0093725,0.0371424,0.0470558,0.00718996,0.00665181,0.00930041,0.00904666,0.00981715,0.00811797,0.0255392,0.023097,0.0315191,0.0212822,0.0166543,0.0124712,0.0313292,0.0131174,0.0236035,0.0433398,0,0,0.0307106,0,0.0272881,0.0218458,0.0369395,0.0165453,0.0191857,0.0191381,0.0364318,0.0626034,0.0101474,0.0173455,0.011145,0.013542,0.0111453,0.0317968,0.0071273,0.00986737,0.00886087,0.0347461,0.0159426,0.0371156,0.0231341,0.0331364,0,0,0,0,0,0,0,0
53,0.0404829,0,0,0,0,0.0299141,0,0,0,0,0,0,0.0147276,0.0188729,0.00945329,0.022748,0,0,0.0281997,0,0.0356724,0.0214302,0.0428398,0.00867089,0.0118782,0.00960994,0.0371075,0.0459802,0.00720434,0.00674796,0.0094091,0.00911128,0.00974774,0.00811878,0.0254812,0.0228009,0.0311187,0.0223862,0.0183638,0.0125891,0.0311533,0.0131906,0.0236438,0.0396285,0,0,0.0325905,0,0.0271128,0.0242126,0.0366825,0.0165837,0.0191141,0.0192465,0.0364394,0.0568864,0.0102704,0.017325,0.011176,0.0136039,0.0111463,0.0317201,0.00710782,0.00985699,0.00894312,0.033836,0.0187152,0.0395159,0.023253,0.0309207,0,0,0,0,0,0,0,0
54,0.0456498,0,0,0,0,0.0335063,0,0,0,0,0,0,0.0154156,0.0187851,0.00962617,0.0235409,0,0,0.0272171,0,0.0360202,0.0215038,0.042409,0.00870162,0.0124281,0.00938923,0.0403768,0.0467133,0.00720834,0.00688537,0.00910689,0.00927329,0.0100854,0.00832586,0.0256556,0.0237121,0.0308771,0.0237293,0.019815,0.0125039,0.0313803,0.0131642,0.0244236,0.0453642,0,0,0.035459,0,0.026909,0.0273719,0.0369062,0.016688,0.0198783,0.0194531,0.0397381,0.0641088,0.0103819,0.0173317,0.0112519,0.0137123,0.0111019,0.0316175,0.00695749,0.00979872,0.00898865,0.0389518,0.0217269,0.0410354,0.0266848,0.0349115,0,0,0,0,0,0,0,0
55,0.0481955,0,0,0,0,0.0374325,0,0,0,0,0,0,0.0161027,0.0187191,0.00980368,0.0247012,0,0,0.0274538,0,0.0365458,0.0226199,0.0420073,0.00874949,0.0131581,0.00928758,0.043875,0.0482518,0.00725641,0.0068927,0.00890402,0.00948012,0.0104432,0.00854374,0.0258164,0.0246793,0.0317046,0.0248621,0.0218086,0.0124565,0.0315469,0.0131276,0.025319,0.0473639,0,0,0.0402464,0,0.0266294,0.030593,0.0373728,0.016814,0.0207301,0.0197716,0.0432756,0.0655932,0.0104208,0.0174321,0.0114056,0.0138707,0.0111296,0.0315937,0.00679557,0.0097653,0.00913306,0.0435528,0.0244863,0.0419019,0.0300434,0.0366642,0,0,0,0,0,0,0,0
56,0.0505875,0,0,0,0,0.0453547,0,0,0,0,0,0,0.0172262,0.0185813,0.0100672,0.0263856,0,0,0.0285672,0,0.0370459,0.0240736,0.0414918,0.0088055,0.0142914,0.00913982,0.0487564,0.0522994,0.00736627,0.00703698,0.00861502,0.00978746,0.0109523,0.00887871,0.0260599,0.0260158,0.033983,0.025676,0.0241762,0.0125058,0.0319516,0.0131935,0.0265946,0.0488957,0,0,0.0486833,0,0.0262264,0.034991,0.0378117,0.0170644,0.021953,0.0201999,0.0481911,0.065838,0.0107378,0.0174988,0.0115624,0.0140921,0.0112129,0.0314056,0.00660627,0.00979483,0.00946379,0.0512824,0.0267925,0.0418881,0.036936,0.0377398,0,0,0,0,0,0,0,0
57,0.0530166,0,0,0,0,0.0470898,0,0,0,0,0,0,0.0173749,0.0187313,0.010075,0.0265468,0,0,0.0289957,0,0.0375445,0.0248047,0.0414955,0.00880123,0.0145881,0.00923201,0.0496428,0.0527464,0.00738107,0.00712027,0.00860731,0.00989628,0.0110443,0.00896263,0.0260907,0.0261672,0.03478,0.0269122,0.0260056,0.0125574,0.0319203,0.0132622,0.0269001,0.0514608,0,0,0.0503757,0,0.0263096,0.0365845,0.0378567,0.0171048,0.0221906,0.0202606,0.0491351,0.0685907,0.0108893,0.0175022,0.0115776,0.0140742,0.0112371,0.0313786,0.00658381,0.00982457,0.00955831,0.0539714,0.0290949,0.0428152,0.0381636,0.0397858,0,0,0,0,0,0,0,0
58,0.0554026,0,0,0,0,0.0489814,0,0,0,0,0,0,0.0174187,0.0188657,0.0100717,0.0264664,0,0,0.029644,0,0.0380815,0.0255109,0.0414907,0.00875291,0.0146917,0.00930654,0.0500769,0.0536665,0.00738696,0.00720239,0.00861005,0.0100081,0.0110957,0.00902667,0.0261065,0.0262674,0.0359135,0.0282766,0.0276513,0.0125911,0.0318951,0.0132723,0.0272104,0.0537765,0,0,0.0516035,0,0.0264789,0.037881,0.0378915,0.0170818,0.0224016,0.02028,0.0495652,0.0716349,0.0108255,0.0174943,0.0115758,0.0141026,0.0111836,0.0313469,0.0065261,0.00979555,0.00960336,0.056376,0.0311961,0.0434625,0.0395034,0.0415217,0,0,0,0,0,0,0,0
59,0.0571862,0,0,0,0,0.0510732,0,0,0,0,0,0,0.0174202,0.0190112,0.0100515,0.0265336,0,0,0.0302091,0,0.0385923,0.0259772,0.0414858,0.00874259,0.0147879,0.00940529,0.0504897,0.0545213,0.00739833,0.00725363,0.00863505,0.010095,0.0111182,0.00903566,0.0260954,0.0263097,0.0369451,0.0296485,0.029052,0.0125919,0.0318509,0.0132304,0.027528,0.0554239,0,0,0.0527396,0,0.0266966,0.0389962,0.0378919,0.0170018,0.0224748,0.0203277,0.0499761,0.0739001,0.0107392,0.0175545,0.0116286,0.0141906,0.0111119,0.0313013,0.00645762,0.00973869,0.00959484,0.0585529,0.033017,0.0438232,0.0411539,0.0426889,0,0,0,0,0,0,0,0
60,0.0586985,0,0,0,0,0.0528072,0,0,0,0,0,0,0.0174598,0.0192728,0.0100545,0.0266579,0,0,0.0306459,0,0.0392116,0.0262399,0.0415237,0.00893524,0.014914,0.00949169,0.0508853,0.055079,0.00740103,0.00730966,0.00868565,0.0101766,0.0111506,0.0090545,0.0260659,0.0262909,0.037717,0.0310414,0.030091,0.0125638,0.0317502,0.0131503,0.027872,0.056824,0,0,0.0535648,0,0.0269264,0.0398302,0.0378737,0.0168685,0.0224518,0.0203279,0.0503906,0.0758516,0.0108054,0.017694,0.0116814,0.0142556,0.0110365,0.0312328,0.00640102,0.00965429,0.00950613,0.0602299,0.0344252,0.0437646,0.0425566,0.0436983,0,0,0,0,0,0,0,0
61,0.0598641,0,0,0,0,0.0534786,0,0,0,0,0,0,0.0175499,0.0195704,0.0101565,0.0266266,0,0,0.0307759,0,0.0398278,0.0264416,0.0414611,0.00956549,0.0148807,0.00949146,0.051163,0.0548429,0.00740419,0.00729795,0.00863867,0.0102702,0.0112566,0.00917426,0.0260988,0.0264138,0.0381747,0.0323592,0.030772,0.0125592,0.031621,0.0131557,0.0280042,0.0579802,0,0,0.0535908,0,0.0272283,0.0401059,0.0379313,0.0168466,0.0224884,0.0203159,0.0506645,0.0774909,0.0107479,0.0178346,0.0116943,0.014247,0.0110182,0.0312047,0.00637795,0.00962386,0.00945672,0.0610105,0.0355758,0.0432962,0.043009,0.0445461,0,0,0,0,0,0,0,0
62,0.0605191,0,0,0,0,0.0537882,0,0,0,0,0,0,0.017552,0.0198818,0.0101665,0.0267483,0,0,0.0307454,0,0.0403878,0.0265558,0.0414404,0.00981118,0.0148425,0.00954493,0.0514751,0.0542007,0.00739505,0.00715956,0.00861333,0.0103062,0.0112733,0.00924181,0.0261271,0.0264705,0.0384709,0.0335329,0.0312744,0.0125667,0.0315234,0.0131977,0.0280437,0.058688,0,0,0.0533282,0,0.0276259,0.0400146,0.0379827,0.0168954,0.0225878,0.0203959,0.0509427,0.0785048,0.0107992,0.0178271,0.0117348,0.0142615,0.011023,0.0311621,0.00633197,0.00962518,0.00949862,0.0614171,0.0366978,0.0425321,0.0432486,0.0450587,0,0,0,0,0,0,0,0
63,0.0608559,0,0,0,0,0.0536079,0,0,0,0,0,0,0.0175031,0.020293,0.0101211,0.0271687,0,0,0.0304852,0,0.0407537,0.0264568,0.0414682,0.00957018,0.0148242,0.0096978,0.0516711,0.0531761,0.00736374,0.00704837,0.00867239,0.0103425,0.0112367,0.00924985,0.0261699,0.0263121,0.0385383,0.0346897,0.0314045,0.0125892,0.0314371,0.0132204,0.0280955,0.0591301,0,0,0.052738,0,0.0280734,0.0394876,0.0380196,0.0169252,0.0226336,0.0204442,0.0511474,0.0791131,0.0109602,0.0179617,0.011711,0.0142844,0.0110389,0.0311278,0.00631653,0.00967335,0.00952996,0.0615243,0.0374193,0.0418356,0.0431305,0.0453841,0,0,0,0,0,0,0,0
64,0.0609544,0,0,0,0,0.0527468,0,0,0,0,0,0,0.0174449,0.0209043,0.0100727,0.0273617,0,0,0.0300035,0,0.0410148,0.0263442,0.0414641,0.00928538,0.0148819,0.00990393,0.0516039,0.0517267,0.00732008,0.00703063,0.00875229,0.0104112,0.0112011,0.00924367,0.026192,0.0262444,0.0382189,0.0358802,0.031266,0.0126048,0.0312576,0.0132223,0.0279784,0.0594228,0,0,0.0517017,0,0.0283857,0.0386088,0.0379994,0.0169273,0.0226266,0.0204497,0.05113,0.0794966,0.0110757,0.0180365,0.0117006,0.0142987,0.011039,0.0311233,0.0063375,0.00969643,0.0095253,0.0611365,0.0380214,0.0410991,0.042496,0.0456075,0,0,0,0,0,0,0,0
65,0.0595541,0,0,0,0,0.0462826,0,0,0,0,0,0,0.016601,0.0219039,0.00983354,0.0265889,0,0,0.0277219,0,0.0409846,0.0250535,0.0418682,0.00960465,0.0140812,0.0103224,0.0481558,0.0454002,0.00719446,0.00683181,0.0090822,0.0103897,0.0108762,0.00907088,0.0260076,0.0251895,0.035128,0.037391,0.0303395,0.0127667,0.0309634,0.0133166,0.026915,0.0593983,0,0,0.0435354,0,0.0288915,0.0349014,0.037727,0.0168927,0.0214941,0.0203009,0.0477007,0.079303,0.0109494,0.0180291,0.0116425,0.0141293,0.0110916,0.0312974,0.00648191,0.00977539,0.00948284,0.0555657,0.0386678,0.0417138,0.0371648,0.0453891,0,0,0,0,0,0,0,0
66,0.0570519,0,0,0,0,0.0396526,0,0,0,0,0,0,0.0155086,0.0254604,0.00961443,0.0246638,0,0,0.0288488,0,0.0249622,0.0341776,0.041974,0.0100036,0.0119914,0.0105299,0.042397,0.0404686,0.00702844,0.00676811,0.00913234,0.0104268,0.0106549,0.00900244,0.0260238,0.0238575,0.0337413,0,0.045351,0.0126898,0.0308052,0.0132061,0.0251235,0.0581557,0,0,0.0363129,0,0.0296219,0.031958,0.0377303,0.0165255,0.0207711,0.019874,0.0415154,0.0767043,0.0108608,0.0180153,0.0115942,0.0139828,0.0108118,0.0314025,0.00653168,0.0095424,0.00917658,0.0497712,0.0393363,0.0423335,0.0306589,0.0442395,0,0,0,0,0,0,0,0
67,0.0558078,0,0,0,0,0.0392037,0,0,0,0,0,0,0.0157179,0.0227833,0.00963596,0.0251638,0,0,0.0263403,0,0.041607,0.0238919,0.0423493,0.00994866,0.0128292,0.0104467,0.0433844,0.0384384,0.00706224,0.00666946,0.00918346,0.0102881,0.0106188,0.00890159,0.0258583,0.0241786,0.0324957,0.0395746,0.0295417,0.0126105,0.0309171,0.0132592,0.0254118,0.0579391,0,0,0.0355518,0,0.0302466,0.0313715,0.0373633,0.0167823,0.0201542,0.0197258,0.0428328,0.0763042,0.0106677,0.0178386,0.0114029,0.0137929,0.0110328,0.0316243,0.00667365,0.00980014,0.00915094,0.0491918,0.0395021,0.0417421,0.0313555,0.0435455,0,0,0,0,0,0,0,0
68,0.0504664,0,0,0,0,0.0336642,0,0,0,0,0,0,0.0149038,0.0232911,0.00932477,0.0246387,0,0,0.0241599,0,0.0416786,0.0221301,0.0428802,0.00963146,0.0122497,0.0110274,0.0404245,0.0320687,0.00700354,0.00656436,0.00971891,0.0102324,0.0103136,0.008707,0.0256188,0.023158,0.0292475,0.0405451,0.027965,0.0128027,0.0302912,0.0133236,0.0247255,0.0541351,0,0,0.0293657,0,0.0298108,0.0329428,0.0370942,0.0168051,0.0192405,0.0197522,0.0398794,0.0709715,0.0106339,0.0177717,0.0114691,0.0137647,0.0111093,0.0316649,0.00673393,0.00987987,0.00922068,0.0438815,0,0.0456247,0.0274932,0.0399944,0,0,0,0,0,0,0,0
69,0.0489035,0,0,0,0,0.0317398,0,0,0,0,0,0,0.0144905,0.0235558,0.00917832,0.0241223,0,0,0.0241035,0,0.04192,0.0220782,0.0430348,0.00912627,0.0118579,0.011257,0.0386797,0.0303167,0.00688721,0.00651668,0.00983739,0.0102527,0.0101849,0.00865596,0.0256424,0.0226266,0.0286277,0.0413452,0.0271414,0.0127987,0.0303294,0.0133,0.0242177,0.0529565,0,0,0.0270046,0,0.0302654,0.0319313,0.0369971,0.0166977,0.0187876,0.0194935,0.0380731,0.0694392,0.010537,0.0177463,0.0113446,0.0136151,0.0110575,0.0318266,0.00681908,0.00983871,0.00912479,0.0424009,0,0.04519,0.0258905,0.0390054,0,0,0,0,0,0,0,0
70,0.0479537,0,0,0,0,0.0307066,0,0,0,0,0,0,0.014234,0.0238362,0.009057,0.023841,0,0,0.0241203,0,0.0419515,0.0220513,0.0431616,0.00887754,0.0116612,0.0112365,0.0376068,0.0292663,0.00684317,0.00658397,0.0098258,0.0101897,0.0100691,0.00856741,0.0256132,0.0223971,0.0282791,0.0419403,0.0265964,0.0126465,0.0304328,0.0132297,0.0239006,0.0522535,0,0,0.0256848,0,0.0306848,0.0306338,0.0369378,0.0166298,0.0185374,0.0192582,0.0369822,0.0684984,0.0104741,0.0176059,0.0112449,0.0135022,0.0109748,0.0319223,0.00682869,0.00977342,0.00896023,0.0415487,0,0.0441775,0.02508,0.0383967,0,0,0,0,0,0,0,0
